"Domein";"Officiële naam organisatie";"TOOi URI organisatie";"Gebruiksdoel";"Omschrijving";"Startdatum";"Einddatum";"Archief URL"
"www.albrandswaard.nl";"Gemeente Albrandswaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm0613";"Website";"";"";"";""
"afvalalmere.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"almere.embracecloud.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"almere.incijfers.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"almere.notubiz.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"almere.pcportal.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"almere.raadsinformatie.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"almere.webshop.parkeer.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"almereconnect.almere.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"almereinzicht.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"almeremodules.ximmio.com";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"bezoek.parkeer.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"digitaalerfgoed.almere.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"documentwijzer.raadvanalmere.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"edienstenburgerzaken.almere.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"eloket.almere.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"english.almere.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"formulieren.almere.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"inkoopplein.almere.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"kavelwinkel.almere.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"maps.almere.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"meldingen.almere.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"mijninkomen.almere.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"mijnstembureau-almere.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"oens.almere.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"raadvanalmere.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"slavernijmonumentalmere.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"snelbalie.almere.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"sociaaldomein.almere.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"sportencultuur.almere.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"sportsupport.almere.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"stadsarchief.almere.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"stadsgesprekken.almere.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"talentcenter.almere.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"wb-almere.qmatic.cloud";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"wijkteams.almere.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"wooalmere.notubiz.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"www.almere.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"www.alsiklatergrootbeninalmere.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"www.daretodreamin036.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"www.stadspasalmere.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"www.werkenbijalmere.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"zijpalm.nl";"Gemeente Almere";"https://identifier.overheid.nl/tooi/id/gemeente/gm0034";"Website";"";"";"";""
"aandeslag.gemeentealtena.nl";"Gemeente Altena";"https://identifier.overheid.nl/tooi/id/gemeente/gm1959";"Website";"";"";"";""
"actiefinaltena.nl";"Gemeente Altena";"https://identifier.overheid.nl/tooi/id/gemeente/gm1959";"Website";"";"";"";""
"altena.afvalstoffendienstkalender.nl";"Gemeente Altena";"https://identifier.overheid.nl/tooi/id/gemeente/gm1959";"Website";"";"";"";""
"altena.raadsinformatie.nl";"Gemeente Altena";"https://identifier.overheid.nl/tooi/id/gemeente/gm1959";"Website";"";"";"";""
"altena.smartmap.nl";"Gemeente Altena";"https://identifier.overheid.nl/tooi/id/gemeente/gm1959";"Website";"";"";"";""
"altena.startersloket.nl";"Gemeente Altena";"https://identifier.overheid.nl/tooi/id/gemeente/gm1959";"Website";"";"";"";""
"edienstenburgerzaken.gemeentealtena.nl";"Gemeente Altena";"https://identifier.overheid.nl/tooi/id/gemeente/gm1959";"Website";"";"";"";""
"gemeentealtena.mijnafspraakmaken.nl";"Gemeente Altena";"https://identifier.overheid.nl/tooi/id/gemeente/gm1959";"Website";"";"";"";""
"loket.gemeentealtena.nl";"Gemeente Altena";"https://identifier.overheid.nl/tooi/id/gemeente/gm1959";"Website";"";"";"";""
"omgevingsvisie.gemeentealtena.nl";"Gemeente Altena";"https://identifier.overheid.nl/tooi/id/gemeente/gm1959";"Website";"";"";"";""
"open.gemeentealtena.nl";"Gemeente Altena";"https://identifier.overheid.nl/tooi/id/gemeente/gm1959";"Website";"";"";"";""
"verhuur.gemeentealtena.nl";"Gemeente Altena";"https://identifier.overheid.nl/tooi/id/gemeente/gm1959";"Website";"";"";"";""
"werkenbijgemeentealtena.nl";"Gemeente Altena";"https://identifier.overheid.nl/tooi/id/gemeente/gm1959";"Website";"";"";"";""
"www.gemeentealtena.nl";"Gemeente Altena";"https://identifier.overheid.nl/tooi/id/gemeente/gm1959";"Website";"";"";"";""
"ameland.bestuurlijkeinformatie.nl";"Gemeente Ameland";"https://identifier.overheid.nl/tooi/id/gemeente/gm0060";"Website";"";"";"";""
"www.ameland.nl";"Gemeente Ameland";"https://identifier.overheid.nl/tooi/id/gemeente/gm0060";"Website";"";"";"";""
"www.duurzaamameland.nl";"Gemeente Ameland";"https://identifier.overheid.nl/tooi/id/gemeente/gm0060";"Website";"";"";"";""
"bergen.mijnafspraakmaken.nl";"Gemeente Bergen (L)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0893";"Website";"";"";"";""
"bergen.nl";"Gemeente Bergen (L)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0893";"Website";"";"";"";""
"verduursamen2030.nl";"Gemeente Bergen (L)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0893";"Website";"";"";"";""
"meedoen.borger-odoorn.nl";"Gemeente Borger-Odoorn";"https://identifier.overheid.nl/tooi/id/gemeente/gm1681";"Website";"";"";"";""
"www.actiefborgerodoorn.nl";"Gemeente Borger-Odoorn";"https://identifier.overheid.nl/tooi/id/gemeente/gm1681";"Website";"";"";"";""
"www.borger-odoorn.nl";"Gemeente Borger-Odoorn";"https://identifier.overheid.nl/tooi/id/gemeente/gm1681";"Website";"";"";"";""
"actiefincoevorden.nl";"Gemeente Coevorden";"https://identifier.overheid.nl/tooi/id/gemeente/gm0109";"Website";"Actief in Coevorden is dé plek waar je alle activiteiten op het gebied van gezondheid, sport, creativiteit en ontspanning vindt!";"";"";""
"coevorden.eu";"Gemeente Coevorden";"https://identifier.overheid.nl/tooi/id/gemeente/gm0109";"Doorverwijzing";"";"";"";""
"coevorden.nl";"Gemeente Coevorden";"https://identifier.overheid.nl/tooi/id/gemeente/gm0109";"Website";"Hoofdwebsite van Gemeente Coevorden";"";"";"https://coevorden.webarchief.online"
"coevorden.org";"Gemeente Coevorden";"https://identifier.overheid.nl/tooi/id/gemeente/gm0109";"Doorverwijzing";"";"";"";""
"coevorden.pgbscan.nl";"Gemeente Coevorden";"https://identifier.overheid.nl/tooi/id/gemeente/gm0109";"Website";"";"";"";""
"dloket.coevorden.nl";"Gemeente Coevorden";"https://identifier.overheid.nl/tooi/id/gemeente/gm0109";"Website";"";"";"";""
"doe-mee.coevorden.nl";"Gemeente Coevorden";"https://identifier.overheid.nl/tooi/id/gemeente/gm0109";"Website";"Deze webwinkel is voor inwoners die een minimum inkomen hebben. U krijgt een budget per jaar en kan dat via de webwinkel zelf besteden bij aanbieders in de regio Zuidoost-Drenthe";"";"";"https://coevorden.webarchief.online/doe-mee-coevorden-nl"
"financien.coevorden.nl";"Gemeente Coevorden";"https://identifier.overheid.nl/tooi/id/gemeente/gm0109";"Website";"";"";"";""
"geschiedeniscoevorden.nl";"Gemeente Coevorden";"https://identifier.overheid.nl/tooi/id/gemeente/gm0109";"Website";"Geschiedenis Coevorden is gemaakt met foto's en verhalen uit de gemeentelijke archieven van de kernen die nu de gemeente Coevorden vormen.";"";"";"https://coevorden.webarchief.online/geschiedeniscoevorden-nl"
"iburgerzaken.coevorden.nl";"Gemeente Coevorden";"https://identifier.overheid.nl/tooi/id/gemeente/gm0109";"Website";"";"";"";""
"inhuurdeskcoevorden.nl";"Gemeente Coevorden";"https://identifier.overheid.nl/tooi/id/gemeente/gm0109";"Website";"";"";"";""
"mijnshv.coevorden.nl";"Gemeente Coevorden";"https://identifier.overheid.nl/tooi/id/gemeente/gm0109";"Website";"";"";"";""
"opencoevorden.nl";"Gemeente Coevorden";"https://identifier.overheid.nl/tooi/id/gemeente/gm0109";"Doorverwijzing";"";"";"";""
"raadcoevorden.bestuurlijkeinformatie.nl";"Gemeente Coevorden";"https://identifier.overheid.nl/tooi/id/gemeente/gm0109";"Website";"";"";"";""
"woningbouwkaart.coevorden.nl";"Gemeente Coevorden";"https://identifier.overheid.nl/tooi/id/gemeente/gm0109";"Website";"";"";"";""
"wozloket.coevorden.nl";"Gemeente Coevorden";"https://identifier.overheid.nl/tooi/id/gemeente/gm0109";"Website";"";"";"";""
"www.afvalincoevorden.nl";"Gemeente Coevorden";"https://identifier.overheid.nl/tooi/id/gemeente/gm0109";"Doorverwijzing";"";"";"";""
"www.kansrijk-opgroeien.nl";"Gemeente Coevorden";"https://identifier.overheid.nl/tooi/id/gemeente/gm0109";"Website";"";"";"";""
"www.raadcoevorden.nl";"Gemeente Coevorden";"https://identifier.overheid.nl/tooi/id/gemeente/gm0109";"Doorverwijzing";"";"";"";""
"www.cranendonck.nl";"Gemeente Cranendonck";"https://identifier.overheid.nl/tooi/id/gemeente/gm1706";"Website";"Gemeentelijke website";"";"";""
"afentoe.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"allemaalhaags.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"archeologie.denhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"beeldbankdenhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"bereikbarestad.denhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"comingoutweek.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"denhaag.begroting-2017.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"denhaag.begroting-2018.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"denhaag.begroting-2019.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"denhaag.begroting-2020.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"denhaag.begroting-2021.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"denhaag.begroting-2022.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"denhaag.begroting-2023.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"denhaag.com";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"denhaag.incijfers.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"denhaagfietst.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"doemee.denhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"duurzamestad.denhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"educatieffestival.denhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"evenementen.denhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"financien.denhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"followyourdreams.denhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"form.denhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"formulier.denhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"gogo.denhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"gogovouchers.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"haagsestadmakers.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"haagsgemeentearchief.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"hallowerk.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"hethaagsegroen.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"hor.denhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"huisvuilkalender.denhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"ihp.denhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"ikbouwin.denhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"janvanzanen.denhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"jeugdhulpdenhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"jeugdombudsman.denhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"leerlingzaken.denhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"meldingen.denhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"merk.denhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"mijndenhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Doorverwijzing";"";"";"";""
"mijngeldzaken.denhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"nederlandsmuziekinstituut.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"ombudsman.denhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"omgevingsvisie.denhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"ooievaarspas.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"projecten.denhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"scholenwijzer.denhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"schoolinbos.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"schoolsport070.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"schoondoenwegewoon.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"socialekaartdenhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"sport.denhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"stadslandbouwdenhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"stadstekenaardenhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"subsidieregister.denhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"takethehague.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"themastemmen.denhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"uitslagen.denhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"veiligthuishaaglanden.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"vraagjufmina.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"werkaandewijk.denhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
"werkenvoor.denhaag.nl";"Gemeente Den Haag";"https://identifier.overheid.nl/tooi/id/gemeente/gm0518";"Website";"";"";"";""
