"Domein";"Officiële naam organisatie";"TOOi URI organisatie";"Gebruiksdoel";"Omschrijving";"Startdatum";"Einddatum";"Archief URL"
"sera.meierijstadbeweegt.nl";"Gemeente Meierijstad";"https://identifier.overheid.nl/tooi/id/gemeente/gm1948";"Doorverwijzing";"";"";"";""
"servicedesk.meierijstad.nl";"Gemeente Meierijstad";"https://identifier.overheid.nl/tooi/id/gemeente/gm1948";"Doorverwijzing";"";"";"";""
"sint-oedenrode.nl";"Gemeente Meierijstad";"https://identifier.overheid.nl/tooi/id/gemeente/gm1948";"Doorverwijzing";"";"";"";""
"skipdietrip.nl";"Gemeente Meierijstad";"https://identifier.overheid.nl/tooi/id/gemeente/gm1948";"Doorverwijzing";"";"";"";""
"sociaalwijkteamschijndel.nl";"Gemeente Meierijstad";"https://identifier.overheid.nl/tooi/id/gemeente/gm1948";"Doorverwijzing";"";"";"";""
"socialewegwijzer.meierijstad.nl";"Gemeente Meierijstad";"https://identifier.overheid.nl/tooi/id/gemeente/gm1948";"Website";"";"";"";""
"sportawardsmeierijstad.nl";"Gemeente Meierijstad";"https://identifier.overheid.nl/tooi/id/gemeente/gm1948";"Doorverwijzing";"";"";"";""
"sportbedrijf.com";"Gemeente Meierijstad";"https://identifier.overheid.nl/tooi/id/gemeente/gm1948";"Doorverwijzing";"";"";"";""
"sportmeierijstad.nl";"Gemeente Meierijstad";"https://identifier.overheid.nl/tooi/id/gemeente/gm1948";"Doorverwijzing";"";"";"";""
"ssvfusie.nl";"Gemeente Meierijstad";"https://identifier.overheid.nl/tooi/id/gemeente/gm1948";"Doorverwijzing";"";"";"";""
"test-cmsintranet.meierijstad.nl";"Gemeente Meierijstad";"https://identifier.overheid.nl/tooi/id/gemeente/gm1948";"Doorverwijzing";"";"";"";""
"test-intranet.meierijstad.nl";"Gemeente Meierijstad";"https://identifier.overheid.nl/tooi/id/gemeente/gm1948";"Website";"";"";"";""
"testwebsite.meierijstad.nl";"Gemeente Meierijstad";"https://identifier.overheid.nl/tooi/id/gemeente/gm1948";"Doorverwijzing";"";"";"";""
"toekomstvisie-meierijstad.nl";"Gemeente Meierijstad";"https://identifier.overheid.nl/tooi/id/gemeente/gm1948";"Website";"";"";"";""
"veghel.nl";"Gemeente Meierijstad";"https://identifier.overheid.nl/tooi/id/gemeente/gm1948";"Doorverwijzing";"";"";"";""
"veghels-buiten.com";"Gemeente Meierijstad";"https://identifier.overheid.nl/tooi/id/gemeente/gm1948";"Doorverwijzing";"";"";"";""
"veghelsbuiten.com";"Gemeente Meierijstad";"https://identifier.overheid.nl/tooi/id/gemeente/gm1948";"Doorverwijzing";"";"";"";""
"visitmeierijstad.com";"Gemeente Meierijstad";"https://identifier.overheid.nl/tooi/id/gemeente/gm1948";"Doorverwijzing";"";"";"";""
"vlagheideberg.nl";"Gemeente Meierijstad";"https://identifier.overheid.nl/tooi/id/gemeente/gm1948";"Doorverwijzing";"";"";"";""
"voedsel-var.nl";"Gemeente Meierijstad";"https://identifier.overheid.nl/tooi/id/gemeente/gm1948";"Doorverwijzing";"";"";"";""
"webmail.meierijstad.nl";"Gemeente Meierijstad";"https://identifier.overheid.nl/tooi/id/gemeente/gm1948";"Doorverwijzing";"";"";"";""
"werkplek.meierijstad.nl";"Gemeente Meierijstad";"https://identifier.overheid.nl/tooi/id/gemeente/gm1948";"Website";"";"";"";""
"www.kunstcollectiemeierijstad.nl";"Gemeente Meierijstad";"https://identifier.overheid.nl/tooi/id/gemeente/gm1948";"Website";"";"";"";""
"www.meierijstad.nl";"Gemeente Meierijstad";"https://identifier.overheid.nl/tooi/id/gemeente/gm1948";"Website";"";"";"";""
"www.meierijstadbeweegt.nl";"Gemeente Meierijstad";"https://identifier.overheid.nl/tooi/id/gemeente/gm1948";"Website";"";"";"";""
"www.sport.meierijstadbeweegt.nl";"Gemeente Meierijstad";"https://identifier.overheid.nl/tooi/id/gemeente/gm1948";"Website";"";"";"";""
"www.veghelsbuiten.nl";"Gemeente Meierijstad";"https://identifier.overheid.nl/tooi/id/gemeente/gm1948";"Website";"";"";"";""
"www.werkenbijgemeentemeierijstad.nl";"Gemeente Meierijstad";"https://identifier.overheid.nl/tooi/id/gemeente/gm1948";"Website";"";"";"";""
"www.werkeninnoordoostbrabant.nl";"Gemeente Meierijstad";"https://identifier.overheid.nl/tooi/id/gemeente/gm1948";"Website";"";"";"";""
"zwembaddemolenhey.nl";"Gemeente Meierijstad";"https://identifier.overheid.nl/tooi/id/gemeente/gm1948";"Doorverwijzing";"";"";"";""
"www.meppel.nl";"Gemeente Meppel";"https://identifier.overheid.nl/tooi/id/gemeente/gm0119";"Website";"";"";"";""
"afspraken.nissewaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Website";"";"";"";""
"belastingbalie.nissewaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Website";"";"";"";""
"beleefnissewaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Doorverwijzing";"";"";"";""
"biosaandemaas.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Doorverwijzing";"";"";"";""
"buurtpreventienissewaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Doorverwijzing";"";"";"";""
"edienstenburgerzaken.nissewaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Website";"";"";"";""
"eropuitnissewaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Doorverwijzing";"";"";"";""
"gemeentenissewaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Doorverwijzing";"";"";"";""
"herstelbudgetnissewaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Website";"";"";"";""
"inspijkenisse.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Doorverwijzing";"";"";"";""
"kerngerichtwerken.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Doorverwijzing";"";"";"";""
"kinderboerderijspijkenisse.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Doorverwijzing";"";"";"";""
"leveninnissewaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Doorverwijzing";"";"";"";""
"magischheenvliet.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Doorverwijzing";"";"";"";""
"mijnnissewaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Doorverwijzing";"";"";"";""
"mijnschuldhulpverlening.nissewaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Website";"";"";"";""
"mijnuitkering.nissewaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Website";"";"";"";""
"mooiwoneninnissewaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Doorverwijzing";"";"";"";""
"mooiwoneninspijkenisse.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Doorverwijzing";"";"";"";""
"nikswaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Doorverwijzing";"";"";"";""
"nisserwaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Doorverwijzing";"";"";"";""
"nissewaard.begroting-2023.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Website";"";"";"";""
"nissewaard.begroting-2024.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Website";"";"";"";""
"nissewaard.jaarverslag-2022.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Website";"";"";"";""
"nissewaard.notubiz.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Website";"";"";"";""
"nissewaard.raadsinformatie.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Website";"";"";"";""
"nissewaardbespaart.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Website";"";"";"";""
"nissewaardverbindt.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Doorverwijzing";"";"";"";""
"nissewaardwerkt.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Doorverwijzing";"";"";"";""
"nissewaardwoont.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Website";"";"";"";""
"openstadnissewaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Doorverwijzing";"";"";"";""
"parkeervergunning.nissewaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Website";"";"";"";""
"parkeren.nissewaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Website";"";"";"";""
"pulsmusic.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Website";"";"";"";""
"snelbalie.nissewaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Website";"";"";"";""
"spijkenisse.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Doorverwijzing";"";"";"";""
"spijkenissefestival.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Website";"";"";"";""
"stembureau-nissewaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Website";"";"";"";""
"theaterdestoep.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Website";"";"";"";""
"thuishavenvaneenwereldhaven.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Doorverwijzing";"";"";"";""
"thuisindewijknissewaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Doorverwijzing";"";"";"";""
"tidwnissewaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Doorverwijzing";"";"";"";""
"toekomstnissewaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Website";"";"";"";""
"vacatures.werkenbijnissewaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Website";"";"";"";""
"vliegerfestivalspijkenisse.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Doorverwijzing";"";"";"";""
"waarinnissewaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Doorverwijzing";"";"";"";""
"werkenvoornissewaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Doorverwijzing";"";"";"";""
"wijdoengroen.nu";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Website";"";"";"";""
"woneninjeelement.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Doorverwijzing";"";"";"";""
"wonennissewaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Doorverwijzing";"";"";"";""
"www.actiefinnissewaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Website";"";"";"";""
"www.asd-nissewaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Website";"";"";"";""
"www.cvdks.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Website";"";"";"";""
"www.nissewaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Website";"";"";"";""
"www.reinis.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Website";"";"";"";""
"www.thuisinnissewaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Website";"";"";"";""
"www.vpwerkt.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Website";"";"";"";""
"youngnissewaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Doorverwijzing";"";"";"";""
"zorgkeuzenissewaard.nl";"Gemeente Nissewaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm1930";"Website";"";"";"";""
"ljochtbus.nl";"Gemeente Noardeast-Fryslân";"https://identifier.overheid.nl/tooi/id/gemeente/gm1970";"Website";"";"";"";""
"loket.noardeast-fryslan.nl";"Gemeente Noardeast-Fryslân";"https://identifier.overheid.nl/tooi/id/gemeente/gm1970";"Website";"";"";"";""
"noardeast-fryslan.mijnafspraakmaken.nl";"Gemeente Noardeast-Fryslân";"https://identifier.overheid.nl/tooi/id/gemeente/gm1970";"Website";"";"";"";""
"noardeastfryslan.bestuurlijkeinformatie.nl";"Gemeente Noardeast-Fryslân";"https://identifier.overheid.nl/tooi/id/gemeente/gm1970";"Website";"";"";"";""
"offalkalinder.nl";"Gemeente Noardeast-Fryslân";"https://identifier.overheid.nl/tooi/id/gemeente/gm1970";"Website";"";"";"";""
"werkenbij.noardeast-fryslan.nl";"Gemeente Noardeast-Fryslân";"https://identifier.overheid.nl/tooi/id/gemeente/gm1970";"Website";"";"";"";""
"www.noardeast-fryslan.nl";"Gemeente Noardeast-Fryslân";"https://identifier.overheid.nl/tooi/id/gemeente/gm1970";"Website";"";"";"";""
"woneninnoordoostpolder.nl";"Gemeente Noordoostpolder";"https://identifier.overheid.nl/tooi/id/gemeente/gm0171";"Website";"";"";"";""
"www.noordoostpolder.nl";"Gemeente Noordoostpolder";"https://identifier.overheid.nl/tooi/id/gemeente/gm0171";"Website";"Hoofddomein van gemeente Noordoostpolder";"01-09-2000";"";"https://noordoostpolder.archiefweb.eu/#archive"
"1627doormijnogen.nl";"Gemeente Oost Gelre";"https://identifier.overheid.nl/tooi/id/gemeente/gm1586";"Website";"";"";"";""
"bouwenenwoneninoostgelre.nl";"Gemeente Oost Gelre";"https://identifier.overheid.nl/tooi/id/gemeente/gm1586";"Website";"";"";"";""
"erfgoedoostachterhoek.nl";"Gemeente Oost Gelre";"https://identifier.overheid.nl/tooi/id/gemeente/gm1586";"Website";"";"";"";""
"heeloostgelrebeweegt.nl";"Gemeente Oost Gelre";"https://identifier.overheid.nl/tooi/id/gemeente/gm1586";"Website";"";"";"";""
"lichtenvoorde.nl";"Gemeente Oost Gelre";"https://identifier.overheid.nl/tooi/id/gemeente/gm1586";"Website";"";"";"";""
"ombudsmanoostgelre.nl";"Gemeente Oost Gelre";"https://identifier.overheid.nl/tooi/id/gemeente/gm1586";"Website";"";"";"";""
"preventieplatformjeugd.nl";"Gemeente Oost Gelre";"https://identifier.overheid.nl/tooi/id/gemeente/gm1586";"Website";"";"";"";""
"sameninoostgelre.nl";"Gemeente Oost Gelre";"https://identifier.overheid.nl/tooi/id/gemeente/gm1586";"Website";"";"";"";""
"www.oostgelre.nl";"Gemeente Oost Gelre";"https://identifier.overheid.nl/tooi/id/gemeente/gm1586";"Website";"";"";"";""
"www.vrijetijdsmakelaar.nl";"Gemeente Oost Gelre";"https://identifier.overheid.nl/tooi/id/gemeente/gm1586";"Website";"";"";"";""
"belastingloket.oudewater.nl";"Gemeente Oudewater";"https://identifier.overheid.nl/tooi/id/gemeente/gm0589";"Website";"";"";"";""
"denkmee.oudewater.nl";"Gemeente Oudewater";"https://identifier.overheid.nl/tooi/id/gemeente/gm0589";"Website";"";"";"";""
"edienstenburgerzaken.oudewater.nl";"Gemeente Oudewater";"https://identifier.overheid.nl/tooi/id/gemeente/gm0589";"Website";"";"";"";""
"gemeenteraad.oudewater.nl";"Gemeente Oudewater";"https://identifier.overheid.nl/tooi/id/gemeente/gm0589";"Website";"";"";"";""
"open.oudewater.nl";"Gemeente Oudewater";"https://identifier.overheid.nl/tooi/id/gemeente/gm0589";"Website";"";"";"";""
"snelbalie.oudewater.nl";"Gemeente Oudewater";"https://identifier.overheid.nl/tooi/id/gemeente/gm0589";"Website";"";"";"";""
"werkenbijoudewater.nl";"Gemeente Oudewater";"https://identifier.overheid.nl/tooi/id/gemeente/gm0589";"Doorverwijzing";"";"";"";""
"www.oudewater.nl";"Gemeente Oudewater";"https://identifier.overheid.nl/tooi/id/gemeente/gm0589";"Website";"";"";"";""
"www.pijnacker-nootdorp.nl";"Gemeente Pijnacker-Nootdorp";"https://identifier.overheid.nl/tooi/id/gemeente/gm1926";"Website";"Gemeentelijke website Pijnacker-Nootdorp";"05-06-2001";"";""
"ridderkerk.raadsinformatie.nl";"Gemeente Ridderkerk";"https://identifier.overheid.nl/tooi/id/gemeente/gm0597";"Website";"";"";"";""
"www.ridderkerk.nl";"Gemeente Ridderkerk";"https://identifier.overheid.nl/tooi/id/gemeente/gm0597";"Website";"";"";"";""
"www.uitagendaridderkerk.nl";"Gemeente Ridderkerk";"https://identifier.overheid.nl/tooi/id/gemeente/gm0597";"Website";"";"";"";""
"www.werkenvoorridderkerk.nl";"Gemeente Ridderkerk";"https://identifier.overheid.nl/tooi/id/gemeente/gm0597";"Website";"";"";"";""
"werkenvoorroosendaal.nl";"Gemeente Roosendaal";"https://identifier.overheid.nl/tooi/id/gemeente/gm1674";"Website";"";"";"";""
"www.mijnroosendaal.nl";"Gemeente Roosendaal";"https://identifier.overheid.nl/tooi/id/gemeente/gm1674";"Website";"";"";"";""
"www.roosendaal.nl";"Gemeente Roosendaal";"https://identifier.overheid.nl/tooi/id/gemeente/gm1674";"Website";"";"";"";""
"durpswinkel.nl";"Gemeente Simpelveld";"https://identifier.overheid.nl/tooi/id/gemeente/gm0965";"Website";"";"23-04-2013";"";""
"simpelveld.bestuurlijkeinformatie.nl";"Gemeente Simpelveld";"https://identifier.overheid.nl/tooi/id/gemeente/gm0965";"Website";"Bestuurlijke informatie";"";"";""
"simpelveld.mijnafspraakmaken.nl";"Gemeente Simpelveld";"https://identifier.overheid.nl/tooi/id/gemeente/gm0965";"Website";"Afspraken module";"";"";""
"simpelveld.nl";"Gemeente Simpelveld";"https://identifier.overheid.nl/tooi/id/gemeente/gm0965";"Website";"Gemeentelijke website voor informatie, aanvragen enz";"14-11-2006";"";"https://simpelveld.presurf.nl/public/latest/https://www.simpelveld.nl/"
"toeristischsimpelveld.nl";"Gemeente Simpelveld";"https://identifier.overheid.nl/tooi/id/gemeente/gm0965";"Website";"Toeristische website voor de gemeente Simpelveld";"06-11-2008";"";"https://simpelveld.presurf.nl/public/latest/https://www.toeristischsimpelveld.nl/"
"wijsimpelveld.nl";"Gemeente Simpelveld";"https://identifier.overheid.nl/tooi/id/gemeente/gm0965";"Website";"Sociale platform voor Simpelveld en Bocholtz";"14-12-2023";"";"https://simpelveld.presurf.nl/public/latest/https://www.wijsimpelveld.nl/"
"www.texel.nl";"Gemeente Texel";"https://identifier.overheid.nl/tooi/id/gemeente/gm0448";"Website";"";"";"";""
"dataportaal.tilburg.nl";"Gemeente Tilburg";"https://identifier.overheid.nl/tooi/id/gemeente/gm0855";"Website";"";"";"";""
"denkmee.tilburg.nl";"Gemeente Tilburg";"https://identifier.overheid.nl/tooi/id/gemeente/gm0855";"Website";"";"";"";""
"detilburgsekermis.nl";"Gemeente Tilburg";"https://identifier.overheid.nl/tooi/id/gemeente/gm0855";"Doorverwijzing";"";"";"";""
"diplomazwemmen.sportintilburg.nl";"Gemeente Tilburg";"https://identifier.overheid.nl/tooi/id/gemeente/gm0855";"Website";"";"";"";""
"gezond-en-gelukkig.tilburg.nl";"Gemeente Tilburg";"https://identifier.overheid.nl/tooi/id/gemeente/gm0855";"Website";"";"";"";""
"llvs.sportintilburg.nl";"Gemeente Tilburg";"https://identifier.overheid.nl/tooi/id/gemeente/gm0855";"Website";"";"";"";""
"maakjepunt.nl";"Gemeente Tilburg";"https://identifier.overheid.nl/tooi/id/gemeente/gm0855";"Website";"";"";"";""
"open.tilburg.nl";"Gemeente Tilburg";"https://identifier.overheid.nl/tooi/id/gemeente/gm0855";"Website";"";"";"";""
"rekenkamertilburg.nl";"Gemeente Tilburg";"https://identifier.overheid.nl/tooi/id/gemeente/gm0855";"Website";"";"";"";""
"samenmetdejeugd.nl";"Gemeente Tilburg";"https://identifier.overheid.nl/tooi/id/gemeente/gm0855";"Website";"";"";"";""
"stadhuistilburg.thuisbekijken.nl";"Gemeente Tilburg";"https://identifier.overheid.nl/tooi/id/gemeente/gm0855";"Website";"";"";"";""
"stadsbos013.nl";"Gemeente Tilburg";"https://identifier.overheid.nl/tooi/id/gemeente/gm0855";"Website";"";"";"";""
